"c_host_gene_response_id","c_pathogen_id","c_description","c_host_response_id","c_gene_id","c_curation_flag","c_response_type_vo_id","c_response_type_vo_id2"
128,84,"Mg 7 vaccinated chickens mounted a strong humoral anti-M. gallisepticum-specific IgG response that was sustained for at least 4 weeks post-exposure.  M. gallisepticum-specific immunoglobulin responses were detected in chickens inoculated with either Mg 7 or R(low) but not in chickens that received 1Ã— PBS alone. The level of M. gallisepticum-specific serum IgG was highest in the R(low) treated animals at both the 2- and 4-week time points, however, the Mg 7 inoculated birds mounted a fairly robust response considering its level of attenuation.  Thus, the Mg 7 vaccine induced significantly higher IgG responses than PBS inoculated chickens, but significantly lower than those inoculated with wild type R(low) [Ref1667:Gates et al., 2008].",1027,1168,10,VO_0000309,VO_0000569
129,161,"After the second vaccination, serum IgM titers rose.  Groups receiving 10^9 and 10^8 CFU of the mutant had significantly higher titer of IgM than those receiving 10^7 CFU, and all vaccinated groups had significantly higher titers than the unvaccinated challenge control group of calves [Ref1721:Dagleish et al., 2007].",1024,1169,10,VO_0000309,VO_0000569
130,161,"After second vaccination, serum IgG titers rose.  Groups receiving 10^9 and 10^8 CFU of the mutant had significantly higher titer of IgG than those receiving 10^7 CFU, and all vaccinated groups had significantly higher titers than the unvaccinated challenge control group of calves [Ref1721:Dagleish et al., 2007].",1024,1170,10,VO_0000309,VO_0000569
131,43,"Following a single dose of any CVD 1204 inoculum, half of the animals responded with anti-Shigella LPS mucosal IgA.  After second immunization, the most dramatic difference in IgA titers between pre and post immunization was seen in guinea pigs  [Ref656:Altboum et al., 2001].",338,1172,10,VO_0000309,VO_0000569
132,43,"Following a single dose of any CVD 1204 inoculum, three-fourths of the animals responded with anti-Shigella LPS serum IgG.  A dramatic increase in IgG titers between pre and post immunized guinea pigs was seen after the second immunization [Ref656:Altboum et al., 2001].",338,1171,10,VO_0000309,VO_0000569
133,43,"Immunization with CVD 1203 clearly stimulated production of IgA antibodies to S. flexneri 2a LPS in tears.  A significant increase was seen 14 days after immunization, which was compared to the static control immunization with E. coli HS [Ref653:Noriega et al., 1994].",334,1172,10,VO_0000309,VO_0000569
134,43,"WRSS1 elicits vigorous anti-LPS IgA ASC and serum IgA and IgG antibody responses that are similar in magnitude to those elicited by other strains that prevented illness.  IgG responses were significantly greater 7 to 10 days post inoculation in those that received WRSS1 as opposed to the placebo [Ref655:Kotloff et al., 2002].",488,1173,10,VO_0000309,VO_0000569
135,43,"WRSS1 elicits vigorous anti-LPS IgA ASC and serum IgA and IgG antibody responses that are similar in magnitude to those elicited by other strains that prevented illness.  IgA responses were significantly greater 7 to 10 days post inoculation in those that received WRSS1 as opposed to the placebo [Ref655:Kotloff et al., 2002].",488,1174,10,VO_0000309,VO_0000569
136,43,"Immune correlates of vaccine efficacy against diarrhea and severe shigellosis included a significant IgA ASC response and a threefold or greater rise in serum IgA antibody against S. flexneri 2a LPS as compared to titers on day 0.  Four of 12 vaccinees experienced a significant increase in IgA titers [Ref650:Coster et al., 1999].",331,1174,10,VO_0000309,VO_0000569
137,43,"Correlates of protection against all symptoms included IgG ASC and IgG serum responses.  A majority of volunteers had IgG anti-Ipa responses.  Antibody titers were compared to day 0 titers [Ref650:Coster et al., 1999].",331,1173,10,VO_0000309,VO_0000569
138,43,"Serum GMTs of LPS-specific and Invaplex-specific IgG and IgA were very similar across the three vaccine candidates, indicating that WRSs2 and WRSs3 elicited comparable levels of humoral immune responses in guinea pigs as WRSS1.  Antibodies were measured days 0, 7, and 14 after inoculation as well as 2 weeks after challenge.  Antibody levels increased greatly between days 0 and 28 [Ref2028:Barnoy et al., 2010].",978,1172,10,VO_0000309,VO_0000569
139,43,"Serum GMTs of LPS-specific and Invaplex-specific IgG and IgA were very similar across the three vaccine candidates, indicating that WRSs2 and WRSs3 elicited comparable levels of humoral immune responses in guinea pigs as WRSS1.  Antibodies were measured days 0, 7, and 14 after inoculation as well as 2 weeks after challenge.  Antibody levels increased greatly between days 0 and 28 [Ref2028:Barnoy et al., 2010].",978,1171,10,VO_0000309,VO_0000569
140,43,"Serum GMTs of LPS-specific and Invaplex-specific IgG and IgA were very similar across the three vaccine candidates, indicating that WRSs2 and WRSs3 elicited comparable levels of humoral immune responses in guinea pigs as WRSS1.  Antibodies were measured days 0, 7, and 14 after inoculation as well as 2 weeks after challenge.  Antibody levels increased greatly between days 0 and 28 [Ref2028:Barnoy et al., 2010].",977,1172,10,VO_0000309,VO_0000569
141,43,"Serum GMTs of LPS-specific and Invaplex-specific IgG and IgA were very similar across the three vaccine candidates, indicating that WRSs2 and WRSs3 elicited comparable levels of humoral immune responses in guinea pigs as WRSS1.  Antibodies were measured days 0, 7, and 14 after inoculation as well as 2 weeks after challenge.  Antibody levels increased greatly between days 0 and 28 [Ref2028:Barnoy et al., 2010].",977,1171,10,VO_0000309,VO_0000569
142,102,"VCUSM2 elicited high titer of anti-LPS IgG/IgA antibodies on the fourth week post-vaccination.  These titers were comparable to those elicited by the wild type strain and were significantly higher than titers pre-vaccination [Ref1661:Ravichandran et al., 2006].",966,1175,10,VO_0000309,VO_0000569
143,102,"VCUSM2 elicited high titer of anti-LPS IgG/IgA antibodies on the fourth week post-vaccination.  These titers were comparable to those elicited by the wild type strain and were significantly higher than titers pre-vaccination [Ref1661:Ravichandran et al., 2006].",966,1176,10,VO_0000309,VO_0000569
144,130,"Mice immunized with a sodA mutant elicited high titers of serum IgG antibodies.  On day 23, WA-314 sodA elicited a 17-fold-higher titer of Yersinia-specific serum IgG antibody than WA irp1 (an irp1 mutant). Mice immunized with WA-314 sodA elicited a 10-fold-higher titer of serum IgG antibody than those given WA(pYVO8-A-2) (a YadA mutant) 90 days after the immunization.  IgG levels from days 7 to 90 post-immunization were significantly greater than control serum obtained pre-immunization [Ref1940:Igwe et al., 1999].",962,1161,10,VO_0000309,VO_0000569
145,130,"Restimulated T cells from mice immunized with the mutant strains produced significant quantities of IFN-Î³ by day 8 after oral immunization compared to the control group of nonrestimulated T cells.  However, the amounts of IFN-Î³ produced by T cells from mice immunized with the mutant strains were lower than those of mice immunized with the wild-type Y. enterocolitica strain [Ref1940:Igwe et al., 1999].",962,1,10,VO_0000273,VO_0003336
146,11,"F1 and V antigen-specific serum IgG antibodies were measured in mice that received the undiluted culture, the 10âˆ’2 and 10âˆ’6 dilutions. The highest responses were seen in mice inoculated intravenously with the undiluted culture [Ref1648:Oyston et al., 2010].",951,1161,11,VO_0000309,
147,11,"The nlpD-null mutant preserves the ability to translocate Yop effectors into host cells as evidenced by suppression of TNF-Î± secretion from infected RAW264.7 macrophages as compared to other mutant strains.  TNF-alpha levels were similar to the levels found in wild type infection, which was significantly less than Yop mutants [Ref1657:Tidhar et al., 2009].",954,1137,10,VO_0000239,
148,11,"Both intravenous and intranasal delivery of Y. pestis Î”BA cells induced a strong IgG response against several Yersinia proteins [Ref1906:Okan et al., 2010].",956,1161,11,VO_0000309,
149,42,"ASCs producing IgA anti-LPS were detected in 100% of recipients of the high-dose vaccine and in 92% of recipients of the lower-dose vaccine. ASCs producing IgA anti-H antigen occurred in 79% and 73% of high- and lower-dose vaccine recipients, respectively [Ref636:Tacket and Levine, 2007].",320,1174,10,VO_0000309,VO_0000569
150,42,"ASCs producing IgA anti-LPS were detected in 100% of recipients of the high-dose vaccine and in 92% of recipients of the lower-dose vaccine. ASCs producing IgA anti-H antigen occurred in 79% and 73% of high- and lower-dose vaccine recipients, respectively [Ref636:Tacket and Levine, 2007].",1130,1174,10,VO_0000309,VO_0000569
151,42,"Fifty-four days following initial oral immunization of BALB/c mice with approximately 108 CFU per mouse of, respectively, the S. enterica serovar Enteritidis Î”guaB and S. enterica serovar Enteritidis Î”guaB Î”fliC mutants, blood samples were collected from the tail arteries of five mice.  Comparison between sera of mice immunized with S. enterica serovar Enteritidis Î”guaB and mice immunized with S. enterica serovar Enteritidis Î”guaB Î”fliC showed that, in both cases, comparable anti-LPS serum IgG responses were elicited [Ref1785:Adriaensen et al., 2007].",989,1161,10,VO_0000309,VO_0000569
152,42,"Immune responses induced included high levels of serum IgG anti-lipopolysaccharide (LPS), with titers increasing progressively during the immunization schedule.  Mice immunized with attenuated S. Typhimurium construct CVD 1921 had excellent seroconversion rates after the second immunization and mounted robust antibody responses against both target antigens (LPS and FliC) [Ref2077:Tennant et al., 2011].",1098,1161,10,VO_0000309,VO_0000569
153,42,"Serum IgG and IgA peaked at 3-4 wpi and was a significant antibody response against Salmonella vs. unimmunized chickens [Ref1885:Park et al., 2010].",1000,1168,10,VO_0000309,VO_0000569
154,42,"Serum IgG and IgA peaked at 3-4 wpi and was a significant antibody response against Salmonella vs. unimmunized chickens [Ref1885:Park et al., 2010].",1000,1178,10,VO_0000309,VO_0000569
155,42,"The serum IgM levels against Salmonella in all chickens immunized with the mutant strains increased up to 3 weeks post infection (wpi), and subsequently decreased.  The titers were significant vs. unimmunized chickens [Ref1885:Park et al., 2010].",1000,1177,10,VO_0000309,VO_0000569
156,42,"The serum titer of IgG was more than 1000-fold higher in mice immunized with a phoP mutant than in control mice.  The mutant induced high titers of serum IgG against lipopolysaccharide of S. typhi at 8 weeks in the immunization schedule [Ref1327:Lee et al., 2007].",998,1161,10,VO_0000309,VO_0000569
157,42,"Titers of serum IgG2a increased significantly 8 weeks after inoculation in mice immunized with a phoP mutant as compared to unimmunized control mice [Ref1327:Lee et al., 2007].",998,1106,10,VO_0000309,VO_0000569
158,42,"The titers of serum IgG2b increased significantly 8 weeks after inoculation in mice immunized with a phoP mutant as compared to unimmunized control mice  [Ref1327:Lee et al., 2007].",998,1179,10,VO_0000309,VO_0000569
159,42,"The titers of serum IgG2b increased significantly [Ref1327:Lee et al., 2007].",998,1179,0,VO_0000309,
160,42,"The titers of serum IgG2b increased significantly [Ref1327:Lee et al., 2007].",998,1179,0,VO_0000309,
161,42,"Splenocytes from mice immunized via the oral route showed significantly high levels of IL-17 compared to non-immunized mice.  Splenocytes were isolated and stimulated in vitro for 24 hours with wild type S. Typhimurium lysate.  Immunizing twice was more effective than immunizing once [Ref1859:Piao et al., 2010].",981,1180,10,VO_0000569,VO_0000569
162,42,"Immunizing twice elicited significantly higher levels of IgA than immunizing once, and oral immunization was the most effective route in comparison to i.p. immunization.  IgA levels for both oral and i.p. routes were significantly higher than unimmunized control mice titers.  Sera was obtained two weeks after immunization [Ref1859:Piao et al., 2010].",981,1160,10,VO_0000309,VO_0000569
163,42,"Immunizing twice instead of once induced significantly higher levels of IgG via the oral route compared to non-immunized mice. Sera was obtained 2 weeks after immunization. I.p. immunization induced higher levels of IgG antibodies than oral immunization [Ref1859:Piao et al., 2010].",981,1161,10,VO_0000309,VO_0000569
164,42,"Immunizing twice instead of once induced significantly higher levels of IgG1 via the oral route compared to non-immunized mice. Sera was obtained 2 weeks after immunization. I.p. immunization induced higher levels of IgG1 antibodies than oral immunization [Ref1859:Piao et al., 2010].",981,1107,10,VO_0000309,VO_0000569
165,42,"Immunizing twice instead of once induced significantly higher levels of IgG2a via the oral route compared to non-immunized mice.  Sera was obtained 2 weeks after immunization.  I.p. immunization induced higher levels of IgG2a antibodies than oral immunization [Ref1859:Piao et al., 2010].",981,1106,10,VO_0000309,VO_0000569
166,42,"Splenocytes from mice immunized via the oral route showed significantly high levels of IL-17 compared to non-immunized mice. Splenocytes were isolated and stimulated in vitro for 24 hours with wild type S. Typhimurium lysate. Immunizing twice was more effective than immunizing once [Ref1859:Piao et al., 2010].",982,1180,10,VO_0000569,VO_0000569
