"c_host_response_id","c_host_id","c_vaccine_id","c_immune_response","c_pathogen_id","c_host_strain","c_vaccination_protocol","c_route","c_persistence","c_protection_efficacy","c_side_effects","c_challenge_protocol","c_description","c_curation_flag","c_deleted","c_immune_response_assay_type","c_immune_response_type","c_immune_response_type2","c_age","c_gender","c_cellType"
1097,3,3268,"",166,"","",,"An aroA/trpE mutant is attenuated in mice [Ref1965:McArthur et al., 2003].","An aroA/trpE mutant induces significant protection from challenge with wild type B. bronchiseptica [Ref1965:McArthur et al., 2003].","","","",10,0,,,,,,
1098,3,3269,"",42,"","",,"A guaBA/clpP mutant is attenuated in mice [Ref2077:Tennant et al., 2011].","A guaBA/clpP mutant induces protection in mice from challenge with wild type Salmonella Typhimurium.  The vaccine efficacy is 86% [Ref2077:Tennant et al., 2011].","","","",10,0,,,,,,
1099,3,3270,"",42,"","",,"A guaBA/clpP/fliD mutant is attenuated in mice [Ref2077:Tennant et al., 2011].","A guaBA/clpP/fliD mutant induces protection in mice from challenge with wild type Salmonella Typhimurium.  The vaccine efficacy is 80% [Ref2077:Tennant et al., 2011].","","","",10,0,,,,,,
1100,3,3271,"",42,"","",,"A guaBA/clpP mutant is attenuated in mice [Ref2077:Tennant et al., 2011].","A guaBA/clpP mutant induces protection in mice from challenge with wild type Salmonella Enteritidis.  The vaccine efficacy is 76% [Ref2077:Tennant et al., 2011].","","","",10,0,,,,,,
1101,3,3272,"",121,"","",,"An asd mutant is highly attenuated in mice [Ref2078:Norris et al., 2011].","An asd mutant induces protection against challenge with wild type B. pseudomallei [Ref2078:Norris et al., 2011].","","","",10,0,,,,,,
1102,48,3273,"",209,"","",,"An aroC mutant is attenuated in zebra fish [Ref2079:Xiao et al., 2011].","An aroC mutant is protective in zebra fish against challenge from wild type E. tarda, resulting in a 68.3% relative percent survival [Ref2079:Xiao et al., 2011].","","","",10,0,,,,,,
1103,48,3274,"",209,"","",,"This aroC/esrC mutant is attenuated in zebra fish [Ref2079:Xiao et al., 2011].","This aroC/esrC mutant is protective against challenge from wild type E. tarda, with a 71.3% relative percent survival [Ref2079:Xiao et al., 2011].","","","",10,0,,,,,,
1104,48,3275,"",209,"","",,"This aroC/slyA mutant is attenuated in zebra fish [Ref2079:Xiao et al., 2011].","This aroC/slyA mutant is protective in zebra fish against challenge with wild type E. tarda.  The percent relative survival is 80.1% [Ref2079:Xiao et al., 2011].","","","",10,0,,,,,,
1105,3,3277,"",116,BALB/c mouse,"",,"L. infantum parasites lacking the HSP70-II gene have a virulence greatly reduced [Ref2080:Carrion et al., 2011].","Inoculation of âˆ†HSP70-II parasites protects BALB/c mice against L. major challenge [Ref2080:Carrion et al., 2011].","","","",10,0,,,,,,
1106,3,3278,"",12,"","",,"A galU mutant is attenuated in mice, inducing only transient weight loss [Ref2081:Jayakar et al., 2011].","A galU mutant induces protection in mice from challenge with wild type F. tularensis, inducing only transient weight loss [Ref2081:Jayakar et al., 2011].","","","",10,0,,,,,,
1107,3,3279,"",25,"","",,"An rfaL mutant is attenuated in mice [Ref1788:Billips et al., 2009].","An rfaL mutant induces significant protection in mice from challenge with wild type E. coli.  Protection lasted more than 8 weeks [Ref1788:Billips et al., 2009].","","","",10,0,,,,,,
1108,3,3280,"",12,"","",,"A clpB mutant is attenuated in mice [Ref1956:Conlan et al., 2010].","A clpB mutant induces significant protection in mice from challenge with wild type F. tularensis [Ref1956:Conlan et al., 2010].","","","",10,0,,,,,,
1109,3,3281,"",29,"","",,"An RD1/panCD mutant is attenuated in mice [Ref1961:Sambandamurthy et al., 2006].","An RD1/panCD mutant induces significant protection in mice from challenge with wild type M. tuberculosis [Ref1961:Sambandamurthy et al., 2006].","","","",10,0,,,,,,
1110,3,3282,"",42,"","",,"A wecA mutant (DSM645) is attenuated in C57BL/6J mice through i.p. and oral immunization [Ref2082:Gilbreath et al., 2011].","A wecA mutant (DSM645) protects against challenge with S. typhimurium strains TML and SL1344 30 days after immunization [Ref2082:Gilbreath et al., 2011].","","","",10,0,,,,,,
1111,58,3283,"",163,"","",,"A crp mutant is attenuated in zebrafish that were immunized intramuscularly [Ref2083:Santander et al., 2011].","A crp mutant protected zebrafish from challenge with wild type E. ictaluri six weeks after immunization [Ref2083:Santander et al., 2011].","","","",10,0,,,,,,
1112,52,3283,"",163,"","",,"A crp mutant is attenuated in catfish that were immunized intracoelomically [Ref2083:Santander et al., 2011].","A crp mutant protected catfish from challenge with wild type E. ictaluri six weeks after immunization [Ref2083:Santander et al., 2011].","","","",10,0,,,,,,
1113,15,3284,"",86,"","",,"An apxIA mutant is attenuated in pigs [Ref1800:Xu et al., 2006].","An apxIA mutant offered a level of cross-serovar protection against A. pleuropneumoniae infection in pigs [Ref1800:Xu et al., 2006].","","","",10,0,,,,,,
1114,3,3284,"",86,"","",,"An apxIA mutant is attenuated in mice [Ref1800:Xu et al., 2006].","An apxIA mutant offered a level of cross-serovar protection against A. pleuropneumoniae infection in mice [Ref1800:Xu et al., 2006].","","","",10,0,,,,,,
1115,3,3288,"",8,"","",,"An encapsulated vjbR mutant is attenuated in mice [Ref2096:Arenas-Gamboa et al., 2009].","A single dose of an encapsulated vjbR mutant induced protection in mice from challenge with wild type Brucella [Ref2096:Arenas-Gamboa et al., 2009].","","","",10,0,,,,,,
1116,15,3289,"",220,"","",,"A 9GL mutant is attenuated in swine [Ref2098:Lewis et al., 2000].","A 9GL mutant induces significant protection in swine from challenge with wild type ASFV [Ref2098:Lewis et al., 2000].","","","",10,0,,,,,,
1117,3,3290,"",42,"","",,"A cya and crp mutant is attenuated in mice [Ref1953:Curtiss and Kelly, 1987].","Thirty days after immunization, mice were protected from oral challenge with wild type S. typhimurium [Ref1953:Curtiss and Kelly, 1987].","","","",10,0,,,,,,
1118,15,3291,"",42,"","",,"An ompD/nmpc mutant is attenuated in pigs [Ref987:Selke et al., 2007].","In a pig infection experiment including two oral immunizations with SalmoporcDeltaompD (OmpD, nmpC) and challenge with a multiresistant S. enterica serovar Typhimurium DT104 clinical isolate, we confirmed the protective efficacy of SalmoporcDeltaompD [Ref987:Selke et al., 2007].","","","",10,0,,,,,,
1119,3,52,"Reference is here [Ref2100:Rodriguez et al., 2011].",12,"","",,"","","","","",10,0,,,,,,
1120,2,143,"TB Ag-specific mucosal, humoral and cellular immune response via T cell proliferation and production [Ref2101:Wang et al., 2009].",29,"","",,"","","","","SL(E6-85B) vaccine, when combined with BCG vaccination, induced the strongest TB Ag-specific mucosal, humoral, and cellular immune responses comprised of increased proliferation of T cells, IFN-gamma expression, granzyme B production [Ref2101:Wang et al., 2009].",10,0,,,,,,
1121,3,111,"Activation of Th1 cell response. [Ref2102:Abtahi et al., 2008]",8,BALB/C,"Three intra-muscular vaccinations of DNA vaccine encoding L7/L12 protein at 3 week intervals.[Ref2102:Abtahi et al., 2008]",,"","Lower bacterial cfu from vaccinated mice in comparison with control groups show the efficiency of L7/L12 DNA vaccination in mice model. [Ref2102:Abtahi et al., 2008]","","","",10,0,,,,,,
1122,2,143,"Patients with the NRAMP1 D543N G:G genotype and allele 3 (GT)n polymorphism had decreased recurrence time after BCG therapy. [Ref2105:Chiong et al., 2011]",29,"","DNA was obtained from the peripheral blood of 99 NMIBC patients who were prospectively randomized to receive postresection intravesical BCG or BCG with interferon alpha. [Ref2105:Chiong et al., 2011]",,"","","","","",10,0,,,,,,
1123,2,143,"Increased production of TH1-type T cell cytokines [Ref2106:Randhawa et al., 2011].",29,"","Intradermally vaccinated the infants within 48 hours of birth. Examination of whole blood stimulated ex vivo with 1.2Ã—106 CFU BCG 10 weeks after newborn BCG vaccination of South African infants [Ref2106:Randhawa et al., 2011].",,"","","","","",10,0,,,,"<1 year [Ref2106:Randhawa et al., 2011].",,
1124,3,143,"",29,"","",,"","","","","",10,0,,,,,,
1125,17,110,"",8,"","",,"","","","Rams previously immunized with B. melitensis Rev 1 and experimentally challenged with B. ovis [Ref2108:Galindo et al., 2009].","",0,0,,,,,,
1126,3,308,"",8,"","Cultured spleen cells in vitro from mice immunized orally with live attenuated Brucella melitensis vaccine candidate (WR201) and stimulated with a lysate of B. melitensis [Ref2109:Paranavitana et al., 2005].",,"","","","","",0,0,,,,,,
1127,3,143,"A single immunization of mice with Lactoferrin as an adjunct adjuvant resulted in amplified splenocyte proliferative response to heat-killed BCG, and elevated IL-12(p40) production with increased relative ratios of IL-12/IL-10.  Furthermore, splenocyte recall response to HK-BCG was augmented for proinflammatory mediators, TNF-alpha, IL-1beta, and IL-6, approaching responses generated to complete Freund's adjuvant (CFA) immunized controls [Ref2110:Hwang et al., 2005].",29,C57BL/6,"Ten to twelve female C57BL/6 mice were immunized per group with 100 Î¼l of the formulation, once, subcutaneously (s.c.) at the base of the tail.  BCG and Lactoferrin were emulsified with Freund's adjuvant in a 1:1 ratio [Ref2110:Hwang et al., 2005].",,"","All immunization groups showed significant reduction in lung organism load, decreased bacterial load in the spleen [Ref2110:Hwang et al., 2005].","","Fourteen days post-immunization, four mice from each group were aerosol challenged with Erdman MTB [Ref2110:Hwang et al., 2005].","",10,0,,,,,,
1128,7,143,"Significant down-regulation of both ferritin light- and heavy-chain [Ref2111:Thom et al., 2012].",29,"Dunkin Hartley [Ref2111:Thom et al., 2012].","Pathogen-free, female outbred Dunkin Hartley strain guinea pigs (weighing 500â€“550 g) were vaccinated subcutaneously with 5 Ã— 104 colony forming units (CFU) of M. bovis BCG Pasteur [Ref2111:Thom et al., 2012].",,"","","","","PPD from M. tuberculosis was added to splenocytes from BCG-vaccinated guinea pigs at a final concentration of 30 Î¼g/ml for 16 and 24 h at 37 Â°C in the presence of 5% CO2.  The splenocyte cultures from naÃ¯ve and BCG-vaccinated guinea pigs were infected with M. tuberculosis at an MOI of 0.2 and incubated for 4, 16 and 24 h at 37 Â°C in the presence of 5% CO2. The viability of uninfected and infected splenocytes from the same vaccination group was determined at 4, 16 and 24 h post-M. tuberculosis infection by trypan blue exclusion [Ref2111:Thom et al., 2012].",10,0,,,,,,
1129,2,3211,"",29,"","",,"","","","","The human monocytic cell line THP-1 was obtained from the ATCC, and cultures were grown [Ref2112:FontÃƒÂ¡n et al., 2008].",10,0,,,,,,
1130,2,252,"",42,"","In this study, 80 healthy adult outpatient volunteers were randomized to receive, with buffer, a single oral administration of high-dose CVD 908-htrA (4.5 Ã— 108 cfu), lower-dose CVD 908-htrA (5 Ã— 107 cfu), or placebo. On day 28, there was a crossover in which the volunteers who had ingested CVD 908-htrA vaccine on day 0 received placebo and those who had received placebo on day 0 received CVD 908-htrA vaccine in either the high or the lower dose [Ref636:Tacket and Levine, 2007].",,"","","The incidence of adverse effects was the same in recipients of placebo, high-dose vaccine, or lower-dose vaccine after vaccination. Diarrhea, a potential concern observed in a small number of vaccine recipients in the uncontrolled, phase 1 study, occurred in 3 (4%) of 76 placebo recipients, 1 (3%) of 39 lower-dose vaccine recipients, and 4 (10%) of 39 high-dose vaccine recipients (a statistically insignificant difference). However, in a secondary analysis of the incidence of symptoms in the first 7 days after vaccination, recipients of the high-dose vaccine were found to be slightly more likely to have had diarrhea (8%) than were recipients of placebo (0%) (P = .04). No recipient of the lower-dose vaccine had diarrhea in the first 7 days after vaccination [Ref636:Tacket and Levine, 2007].","","",10,0,,,,,,
1131,3,3294,"",50,"","Intranasal vaccination of 4-week-old female BALB/c mice with different doses of M2KO virus [Ref1152:Watanabe et al., 2009].",,"In nasal turbinates, no virus was recovered from any mice inoculated with the M2KO virus on days 3 and 6 post infection.  Mice infected with 3 Ã— 10^6 PFU of M2KO virus showed no body weight loss.  Thus, the M2KO virus is attenuated [Ref1152:Watanabe et al., 2009].","Mice intranasally inoculated with M2KO virus, formalin-inactivated PR8, or PBS were challenged with a lethal dose of PR8 at 4 and 12 weeks postimmunization. We could not detect virus in organs of mice inoculated either with 3 Ã— 106 or 3 Ã— 105 PFU of M2KO viruses, indicating that vaccination with these amounts of M2KO virus gave mice sterile immunity [Ref1152:Watanabe et al., 2009].","","","",10,0,,,,,,
1132,12,3212,"",119,"","",,"","","","","Cattle peripheral blood mononuclear cells (PBMC) were used for cytokine detection [Ref2026:Park et al., 2011].",10,0,,,,,,
1133,3,3296,"",29,"","",,"A mce-3 mutant is attenuated in mice [Ref1932:Aguilar et al., 2006].","A mce-3 mutant induces significant protection in mice from challenge with wild type M. tuberculosis [Ref1932:Aguilar et al., 2006].","","","",10,0,,,,,,
1134,3,3293,"",8,"","",,"","","","","",0,0,,,,,,
1135,55,3297,"",217,test,"",,"","","","","",0,0,,VO_0000286,,,,
1136,12,3299,"",143,"","",,"","Flow cytometric analysis showed a significant relative increase of gamma/delta+ T cells in peripheral blood after BRSV challenge-infection of the calves of the control group but not in the vaccinated groups. These results indicate that the G protein of BRSV can induce significant protection against BRSV infection in cattle, and that the BHV1/BRSV-G vaccine protects effectively against a subsequent BRSV and BHV1 infection [Ref2118:Schrijver et al., 1997].","","","",10,0,,VO_0000286,,,,
1137,3,3301,"",50,BALB/c,"",,"","When two doses of DNA vaccine were administered 3 weeks apart, mice were not protected from challenge, although they cleared the infection more rapidly than control mice. However, when the second DNA vaccination was delayed until 9 weeks after the first, 9 out of 10 vaccinated mice were completely protected [Ref2120:Olsen et al., 1997].","","","",10,0,,VO_0000286,,,,
1138,8,3302,"",50,"","",,"","In a series of four experiments, 50% (28/56) of the DNA-vaccinated and < 2% (1/67) of the control chickens survived the challenge [Ref2121:Robinson et al., 1993].","","","",10,0,,VO_0000286,,,,
1139,8,3303,"",50,"","",,"","In a series of four experiments, 50% (28/56) of the DNA-vaccinated and < 2% (1/67) of the control chickens survived the challenge [Ref2121:Robinson et al., 1993].","","","",10,0,,VO_0000286,,,,
1140,3,3304,"",50,"","",,"","In mice, 95% protection was achieved by two immunizations with beads loaded with as little as 0.4 micrograms of DNA [Ref2122:Fynan et al., 1993].","","","",10,0,,VO_0000286,,,,
1141,3,3305,"",50,"","",,"","In mice, 95% protection was achieved by two immunizations with beads loaded with as little as 0.4 micrograms of DNA [Ref2122:Fynan et al., 1993].","","","",10,0,,VO_0000286,,,,
1142,3,3306,"",50,"","",,"","Mice vaccinated with pIRES/HA were protected to 30% [Ref2123:Henke et al., 2006].","","","",10,0,,VO_0000286,,,,
1143,3,3307,"",50,"","",,"","Mice vaccinated with pIRES/NA were protected to 40% [Ref2123:Henke et al., 2006].","","","",10,0,,VO_0000286,,,,
