"c_pathogen_id","c_pathogen_name","c_taxon_id","c_disease_name","c_host_range","c_organism_type","c_preparation_vo_id","c_vaccine_vo_id","c_protein_vo_id","c_pathogenesis","c_protective_immunity","c_gram"
102,Vibrio cholerae,666,Cholera,"Cholera can be modeled in an infant mouse model [Ref1330:Kirn and Taylor, 2005].",G- bacterium,VO_0012210,,VO_0010848,"Cholera is transmitted via the fecalâ€“oral route through contaminated food or water. Soon after oral ingestion, V. cholerae colonizes in the small intestine and produces virulence factors, including cholera toxin (CT). Acute secretory diarrhea mediated primarily by CT causes massive dehydration and a mortality rate of 20â€“50% if left untreated [Ref1328:Xu et al., 2009].","The adapted protective immunity against cholera is thought to be essentially humoral and predominantly based on intestinal mucosal antibodies, especially secretory IgA (sIgA), which is generally considered a correlation of protection for cholera [Ref1328:Xu et al., 2009].",-
128,Rift Valley Fever virus,11588,Rift valley fever,"RVFV infects domesticated ruminants and humans [Ref1379:Lagerqvist et al., 2009].",virus,VO_0012228,,VO_0010849,,,n
129,SARS-CoV,694009,Severe Acute Respiratory Syndrome (SARS),"SARS-CoV has been isolated from humans, civet cats, raccoon dogs, swine and bats, suggesting that several animal species may function as natural reservoirs for future outbreaks. The Chinese horseshoe bat, which is abundant across Southeast Asia, is probably the natural reservoir for SARS-CoV. Ciliated airway epithelium models derived from tracheobronchial airway epithelium of Balb-c mice (MAE), Golden Syrian hamsters (HmAE), and rhesus macaques (RhMAE) have been successfully developed [Ref1541:Sims et al., 2008].",virus,VO_0012281,,VO_0010850,"Infection by different coronaviruses cause in the host alteration in the transcription and translation patterns, in the cell cycle, the cytoskeleton, apoptosis and coagulation pathways, inflammation and immune and stress responses. The balance between genes up- and down-regulated could explain the pathogenesis caused by these viruses [Ref1407:Wiki: SARS].",Passive immunization has been successful in establishing protection from SARS-CoV suggesting an important role for neutralizing antibodies [Ref1407:Wiki: SARS].,n
130,Yersinia enterocolitica,393305,Yersiniosis,,G- bacterium,VO_0012283,,VO_0010851,,,-
131,Entamoeba histolytica,5759,Amoebiasis,"Other than infecting humans, mammals such as dogs and cats can become infected transiently, but are not thought to contribute significantly to transmission [Ref1418:Wiki: Entamoeba histolytica].",parasite,VO_0012236,,VO_0010852,"The amoeba can actually 'bore' into the intestinal wall, causing lesions and intestinal symptoms, and it may reach the blood stream. From there, it can reach different vital organs of the human body, usually the liver, but sometimes the lungs, brain, spleen, etc. A common outcome of this invasion of tissues is a liver abscess, which can be fatal if untreated. Ingested red blood cells are sometimes seen in the amoeba cell cytoplasm [Ref1418:Wiki: Entamoeba histolytica].","It has been shown that amoeba-specific sIgA antibodies are capable of blocking parasite adherence to target cells, preventing cytotoxic activity [Ref1382:Carrero et al., 2010].",
132,Coccidioides spp.,5500,"Coccidioidomycosis (California disease, Desert rheumatism, San Joaquin valley fever,  and Valley fev","Coccidiomycosis is mainly a disease of immunocompromised in humans, but mice and monkeys have been used as animal models of disease [Ref1388:Ivey et al., 2003].",fungus,VO_0012253,,VO_0010853,"The tiny spores (2 Ã— 4 Î¼m) convert into multinucleate round cells (spherules) within the lungs of the host and undergo isotropic growth to produce large parasitic cells (60 to > 100 Î¼m in diameter). The latter undergo an elaborate process of wall growth and cytoplasmic compartmentalization to form and release a multitude of endospores (4â€“10 Î¼m in diameter). Each endospore grows and differentiates into a second-generation spherule, which is again able to yield an average of 200 to 300 endospores. Mature spherules most likely escape phagocytosis simply because they are too large to be ingested by neutrophils, macrophages, and dendritic cells [Ref1553:Hung et al., 2007].","Both clinical and experimental evidence have demonstrated that T-cell immunity is pivotal for defense against this respiratory disease. The ability of the host to elicit a strong delayed-type hypersensitivity response to the pathogen is essential [Ref1385:Tarcha et al., 2006].",n
133,Trypanosoma brucei,5691,African trypanosomiasis (African Sleeping Sickness),,parasite,VO_0012282,,VO_0010854,These obligate parasites have two hosts - an insect vector and mammalian host. Because of the large difference between these hosts the trypanosome undergoes complex changes during its life cycle to facilitate its survival in the insect gut and the mammalian bloodstream. It also features a unique and notable variable surface glycoprotein (VSG) coat in order to avoid the host's immune system [Ref1456:Wiki: T. brucei].,,
134,Helicobacter pylori,210,Ulcers,"Mice, gnotobiotic piglets, gerbils, and beagle dogs are used as animal model for H. pylori. H. pylori colonizes the human stomach [Ref1531:Salyers and Whitt., 2002].",G- bacterium,VO_0012279,,VO_0010855,"H. pylori are extremely motile bacteria that colonize the mucin layer of the stomach. The bacteria produces urease which helps it to survive the acidic environment of the stomach and also causes inflammation. The bacteria also possess an adhesin that binds the sugars in the mucin layer. H. pylori also has cytotoxins which can induce inflammation [Ref1531:Salyers and Whitt., 2002].",,-
135,Borrelia burgdorferi,139,Lyme Disease,"White footed mouse are the reservoir of B. burgdorferi. The bacteria are carried by ticks which vector the bacteria to other hosts such as humans, as well as small mammals such as voles and shrews. Animal models include rabbits, mice and dogs [Ref1527:Salyers and Whitt., 2002].",G- bacterium,,,VO_0012411,"B. burgdorferi is deposited in skin lesions left by Ixodes ticks, and can then invade the bloodstream leading to dissemination throughout the body and cause problems in joints and nervous tissues [Ref1527:Salyers and Whitt., 2002].","In most people B. burgdorferi is cleared from the bloodstream via antibodies and phagocytic cells [Ref1527:Salyers and Whitt., 2002].",
136,Listeria monocytogenes,1639,Listeriosis,"Listeria can live in the intestines of humans, animals and birds without causing symptoms. Mice are used as a model of infection for listeria [Ref1524:Ramaswamy et al., 2007].",G+ bacterium,,,VO_0012412,"L. monocytogenes may invade the gastrointestinal epithelium. Once the bacterium enters the host's monocytes, macrophages, or polymorphonuclear leukocytes, it becomes blood-borne (septicemic) and can grow. Its presence intracellularly in phagocytic cells also permits access to the brain and probably transplacental migration to the fetus in pregnant women. The pathogenesis of L. monocytogenes centers on its ability to survive and multiply in phagocytic host cells [Ref1523:Wiki: L. monocytogenes]. Listeria is able to move from cell to cell via actin motility [Ref1524:Ramaswamy et al., 2007].","Infection is often controlled by cell mediated response. Infection is asymptomatic in most patients, and tends to be more severe in immunocompromised individuals [Ref1524:Ramaswamy et al., 2007].",
137,Pseudomonas aeruginosa,287,Pseudomonas aeruginosa infection,"Pseudomonas aeruginosa is an opportunistic human pathogen. The burned mouse model is used to model pseudomonas infection in burn patients. For lung infections guinea pig and rat models are used.  C. elegans is also a model used to study host-pathogen interactions [Ref1529:Salyers and Whitt., 2002].",G- bacterium,,,VO_0012413,"P. aeruginosa infections are widely varied. The bacteria can colonize wounds and enter the blood stream, they can colonize the lungs, and they can also colonize the a scratched cornea. P. aeruginosa has a variety of virulence factors that contribute to its widely varied pathogenesis [Ref1529:Salyers and Whitt., 2002].","Most strains of P. aeruginosaare resistant to killing in serum alone, but the addition of polymorphonuclear leukocytes results in bacterial killing. Killing is most efficient in the presence of type-specific opsonizing antibodies, directed primarily at the antigenic determinants of LPS. This suggests that phagocytosis is an important defense and that opsonizing antibody is the principal functional antibody in protecting from P. aeruginosa infections. Once P. aeruginosa infection is established, other antibodies, such as antitoxin, may be important in controlling disease. Cell-mediated immunity does not seem to play a major role in resistance or defense against Pseudomonas infections [Ref1500:Textbook of Bacteriology].",
175,Feline infectious peritonitis virus,11135,Feline infectious peritonitis (FIP),Domestic cats,virus,,,,"The pathogenesis of FIP may be explained by an increased number of mutants, stochastically arising during bursts of replication (eg, under immune suppression), some of them growing to high concentrations in monocytes and macrophages. Mutations have been identified in non-structural genes, and more may remain to be identified. These highly virulent FPIV mutants have consistently induced FIP under experimental conditions, but their virulence has not been traced to a molecular source. The viral load and the catâ€™s immune response determine whether FIP will develop. Both viral genetics and host immunity are likely to play a role in the development of FIP. The pathology of FIP has been classified into two forms: an effusive (wet) FIP characterised by polyserositis (eg, thoracic and abdominal effusion)and vasculitis, and a non-effusive (dry) FIP characterised by granulomatous lesions in organs [Ref1608:Addie et al., 2009].","It has been suggested that cats mounting a strong cell-mediated immune response do not develop FIP, whereas cats showing a predominantly humoral response progress to disease. Hypergammaglobulinaemia is common in cats with FIP. Also, a drastic depletion of T cells from blood and lymphoid tissues has been described [Ref1608:Addie et al., 2009].",
176,Fowlpox virus,10261,Fowlpox,"Chickens, turkeys, quail, canaries, pigeons, and many other species of birds [Ref1610:Wiki: Fowlpox].",virus,,,,,Naturally infected or vaccinated birds develop humoral as well as cell-mediated immune responses. Humoral immune responses can be measured by ELISA or virus neutralization tests [Ref1609:Merck Vet Manual: Fowlpox].,
177,Canine adenovirus type 1,10512,"Fox Encephalitis, Infectious Canine Hepatitis","Dogs, foxes, wolves coyotes and bears [Ref1611:Merck Vet Manual: Infectious Canine Hepatitis].",virus,,,,,,
178,Haemophilus parasuis,738,Glasser's disease,Pigs,G- bacterium,,,,"H. parasuis colonizes the respiratory tracts of pigs, and can then cause systemic infection [Ref1612:Oliveira and Pijoan, 2004].","Early colonized pigs are protected against systemic infection by maternal antibodies. As maternal immunity decreases, these pigs are able to mount an active immune response to these virulent strains [Ref1612:Oliveira and Pijoan, 2004].",
179,Turkey hemorrhagic enteritis virus,41678,Hemorrhagic enteritis,"Turkeys are afflicted by hemorrhagic enteritis, and chickens have been found to have antibodies to the virus [Ref1613:Sharma, 1991].",virus,,,,"Experimental or natural exposure to HEV in turkeys often leads to HE and splenomegaly. The intestinal lesion, appearing within 5-6 days of oral exposure to virulent HEV, is often characterized by grossly visible accumulation of blood in the duodenum and jejunum. Along with the intestinal lesion, the spleen may become grossly enlarged and mottled. Histologically, severe intestinal hemorrhages may be associated with necrosis of the tips of villi and a varying degree of lymphoid cell hyperplasia in the lamina propria. The spleen lesion is characterized by lymphoid cell necrosis, reticular cell hyperplasia and the appearance of intranuclear inclusion bodies. Histopathological changes may also be present in a number of other organs including liver, lungs, pancreas, bursa of Fabricius and thymus [Ref1613:Sharma, 1991].",,
180,Mannheimia haemolytica,75985,Bovine Respiratory Disease,,G- bacterium,,,,,,
181,Psittacid herpesvirus 1,50294,Pacheco's Parrot Disease,"Psittacine birds [Ref1615:Katoh et al., 2010].",virus,,,,,,
182,Pigeonpox virus,10264,Pigeon Pox,,virus,,,,"The virus attacks skin and mucous membrane cells 4-14 days after exposure and create lesions [Ref1617:Vriends et al., 2005].",,
183,Porcine respiratory and reproductive syndrome virus,28344,"Porcine Reproductive and Respiratory Syndrome (PRRS), Blue-Ear Pig Disease",Pigs,virus,,,,,"Infected pigs develop a strong and rapid humoral response but these initial antibodies do not confer protection and can even be harmful by mediating an antibody-dependent enhancement of disease. In contrast, development of neutralising antibodies (NAs) is delayed and generation of cell-mediated immune responses, such as PRRSV-specific interferon (IFN)-gamma secreting cells, is initially erratic. In spite of this, induction of strong and rapid NAs and IFN-gamma responses seem to be required for effective vaccination. PRRSV strongly modulates the host's immune responses. The virus inhibits key cytokines, such as IFN-alpha, and may induce regulatory cytokines, such as interleukin (IL)-10 [Ref1619:Mateu and Diaz, 2008].",
184,Porcine rotavirus,10913,Diarrhea,Pigs,virus,,,,"Gut mucosal infection occurs primarily by the invasion route via viral replication at the tips of the villi of epithelial cells in the small intestine, leading to structural and functional changes in the epithelium. The diarrhea that results is caused by the multiple activities of the virus. Malabsorption is a generally accepted mechanism of rotavirus-induced diarrhea, which is characterized by viral replication in villus enterocytes in the small intestine, with subsequent cell lysis and attendant villus blunting, depressed level of mucosal disaccharidase, watery diarrhea, and dehydration. The rotavirus nonstructural protein NSP4, which has recently been suggested to have a toxin-like function, may participate in inducing intestinal inflammation [Ref1620:Li et al., 2010].","Because rotaviruses are enteric pathogens, gut mucosal immune responses are likely to play an important role in protective immunity against rotavirus infection. Gut innate immunity provides the first line of defense against pathogenic microorganisms and also initiates acquired immune responses [Ref1620:Li et al., 2010].",
185,Riemerella anatipestifer,34085,"New duck disease, Infectious serositis, Pasteurella anatipestifer infection","Ducks and other waterfowl, turkeys, chickens, and pheasants may be infected with R. anatipestifer [Ref1621:Merck Vet Manual: Riemerella anatipestifer].",G- bacterium,,,,,,
187,Trichomonas foetus,5724,,,parasite,,,,,,
189,Canarypox virus,44088,Canary Pox,"Passeriform (song) birds [Ref1636:Tulman et al., 2004].",virus,,,,,,
190,Duck hepatitis virus 1,691956,Duck virus hepatitis (DVH),"A natural outbreak of DHV Type I has been reported in mallard ducklings; experimental DHV Type I infections have been produced in goslings, turkey poults, young pheasants, quail, and guinea fowl. The viruses that cause hepatitis in ducklings should not be confused with duck hepatitis B virus, a hepadnavirus infection of older ducks [Ref1633:Merck Vet Manual: Duck Viral Hepatitis].",virus,,,,,,
191,Equine arteritis virus,11047,Equine arteritis,Equines [Ref1631:Wiki: Equine viral arteritis].,virus,,,,,,
192,Transmissible gastroenteritis virus,11149,Porcine transmissible gastroenteritis,"TGEV infects both pigs and humans. However, in young pigs, the mortality rate is close to 100% [Ref1627:Wiki: Transmissible gastroenteritis coronavirus].",virus,,,,"The pathology of TGEV is similar to that of other coronaviruses. Coronaviruses enter the host by first attaching to the host cell using the spike glycoprotein. The S protein interacts with the procine aminopeptidase N (pAPN), a cellular receptor, to aide in its entry. The same cell receptor is also a point of contact for Human Coronaviruses. A domain in the S spike protein is recognized by pAPN, and transfection of pAPN occurs to nonpermissive cells and infects them with TGEV. Once the virus infects the host, it multiplies in the cell lining of the small intestine resulting in the loss of absorptive cells that in turn leads to shortening of villi. The infected swine then has reduced capability for digesting food and die from dehydration [Ref1627:Wiki: Transmissible gastroenteritis coronavirus].",,
193,Bovine papillomavirus,10571,Warts,"Cattle are the main species affected. BPV-1 and BPV-2 can also induce sarcomas and fibrosarcomas in other mammals, including equids (equine sarcoid) and, experimentally, rabbits, hamsters and mice [Ref1638:Wiki: Bovine papillomavirus].",virus,,,,,,
194,Haemophilus somnus,731,,"Cattle, sheep, and American bison [Ref1630:Microbe Wiki: H. somnus].",G- bacterium,,,,,,
195,Leptospira spp.,171,Leptospirosis,"Leptospirosis is transmitted by the urine of an infected animal and is contagious as long as it is still moist. Although rats, mice and moles are important primary hosts, a wide range of other mammals including dogs, deer, rabbits, hedgehogs, cows, sheep, raccoons, possums, skunks, and certain marine mammals are able to carry and transmit the disease as secondary hosts [Ref1629:Wiki: Leptospirosis].",G- bacterium,,,,,,
196,Campylobacter fetus,196,bovine venereal campylobacteriosis (BVC),"Humans, cattle, sheep and other ungulates [Ref1637:Thompson, 2002].",G- bacterium,,,,,,
197,Clostridium perfringens,1502,"Food poisioning, Gas gangrene","C. perfringens can cause disease in humans, dogs, pigs, horses, and goats [Ref1635:Songer, 2010].",G+ bacterium,,,,,,
198,Bovine coronavirus,11128,,,virus,,,,,,
199,Porcine parvovirus,10796,"SMEDI, reproductive failure",Pigs,virus,,,,,,
200,Mycoplasma hyopneumoniae,2099,Porcine Enzootic Pneumonia,Pigs,G- bacterium,,,,"M. hyopneumoniae has been found to attach to the cilia of epithelial cells in the lungs of swine. They cause cilia to stop beating (ciliostasis), loss of cilia and eventually epithelial cell death; which is the source of the lesions found in the lungs of pigs with porcine enzootic pneumonia [Ref1624:Wiki: M. hyopneumoniae].",,
206,Foot-and-mouth disease virus,12110,Foot-and-mouth disease,,virus,,,,,,
208,Chlamydia trachomatis,813,Chlamydia,"Chlamydia infects humans and there are established animal models in mice and guinea pigs [Ref1894:Darville and Hiltke, 2010].",G- bacterium,,,,,"Mouse and guinea pig models show that the response to primary chlamydial in fection occurs within 1â€“2 days of infection and is characterized by mucosal infiltration with neutrophils and modest numbers of monocytes. Neutrophils are recruited in large numbers to the site of infection and are capable of killing accessible elementary bodies. Later, T cells accumulate at the site of chlamydial infection and play a critical role in controlling the infection [Ref1894:Darville and Hiltke, 2010].",
209,Edwardsiella tarda,636,,,G- bacterium,,,,,,
210,Human metapneumovirus,162145,Respiratory tract infection,,virus,,,,,,
211,Aeromonas hydrophila,644,,,G- bacterium,,,,,,
212,Human Respiratory Syncytial Virus,11250,Respiratory tract disease,,virus,,,,,,
213,Simian Immunodeficiency Virus,11723,Simian AIDS,,virus,,,,,,
215,Atherosclerosis,,"Atherosclerosis, arteriosclerotic vascular disease (ASVD)",,other,,,,,,
216,Adenovirus,10508,Respiratory infection,,virus,,,,,,
220,African Swine Fever Virus,10497,African Swine Fever,"Wild pigs, wild boars, domestic pigs, ticks [Ref2097:Sanchez-Vizcaino et al., 2012]",virus,,,,,"Protective immunity against ASFV is not fully understood. Although ASFV infection induces small proportion of neutralizing antibodies against some virion proteins, this protection is not enough for viral challenge. Cellular immunity also plays an important role in immune protection against ASFV infection, specifically, cell activity of CD8 lymphocytes and natural killer cells (NK). Cross-protection has been also demonstrated by challenging infected animals with homologous isolates [Ref2097:Sanchez-Vizcaino et al., 2012]. A safe and effective commercial vaccine does not exist yet.",
221,Corynebacterium pseudotuberculosis,1719,,,virus,,,,,,
225,Schistosoma mansoni,6183,Schistosomiasis,,parasite,,,,,,
226,Lymphocytic choriomeningitis virus,11623,Lymphocytic choriomeningitis,,virus,,,,,,
227,Murine Cytomegalovirus,10366,,,virus,,,,,,
228,Murine leukemia virus,11786,,,virus,,,,,,
229,Parainfluenza virus,31605,,,virus,,,,,,
230,Viral haemorrhagic septicaemia virus,11287,,,virus,,,,,,
231,Human cytomegalovirus,10359,,Humans,virus,,,,,,
232,Hepatitis E virus,12461,Hepatitis E,,virus,,,,,,
233,Hepatitis C virus,11103,Hepatitis C,,virus,,,,,,
234,Human coxsackievirus,12066,,,virus,,,,,,
235,Experimental autoimmune encephalomyelitis,,Experimental autoimmune encephalomyelitis (EAE),,other,,,,,,
236,Experimental autoimmune uveitis,,Experimental autoimmune uveitis,,other,,,,,,
237,Diabetes,,Diabetes,,other,,,,,,
238,Arthritis,,,,other,,,,,,
239,Hirame rhabdovirus,38142,,,virus,,,,,,
242,Schistosoma japonicum,6182,Schistosomiasis,,parasite,,,,,,
244,Sindbis virus,11034,Encephalitis,,virus,,,,,,
245,Infectious pancreatic necrosis virus,11002,,,virus,,,,,,
246,Mycobacterium marinum,1781,,,G+ bacterium,,,,,,
243,Vaccinia virus,10245,,,virus,,,,,,
255,Hepatitis D virus,12475,,Humans [Ref2648:A.D.A.M. Medical Encyclopedia],virus,,,,,,
256,Bovine viral diarrhea virus 2,54315,Bovine viral diarrhea,Cows [Ref2657:Merck Vet Manual: Bovine Viral Diarrhea],virus,,,,,,
257,Rabbit hemorrhagic disease virus,11976,Rabbit hemorrhagic disease,Rabbits,virus,,,,,,
258,Reticuloendotheliosis Virus,11636,"Tumors, wasting syndrome",,virus,,,,,,
264,Trichinella spiralis,6334,,,parasite,,,,,,
268,infectious laryngotracheitis virus,10386,,,virus,,,,,,
273,Streptococcus suis,1307,,,G+ bacterium,,,,,,
277,Crimean-Congo Haemorrhagic Fever (CCHF),11593,,,virus,,,,,,
278,chikungunya virus,37124,,,virus,,,,,,
281,Caprine herpesvirus type 1 (CpHV-1),39944,,,virus,,,,,,
283,African horse sickness virus,40050,,,virus,,,,,,
285,rinderpest virus,11241,,,virus,,,,,,
286,Borna disease virus,12455,,,virus,,,,,,
290,Mycobacterium bovis,1765,Tuberculosis,,G+ bacterium,,,,,,
301,Vibrio vulnificus,672,,,G- bacterium,,,,,,-
302,Rickettsia rickettsii ,783,,,G- bacterium,,,,,,-
303,Eimeria acervulina,5801,,,parasite,,,,,,
312,Klebsiella pneumoniae,573,"Pneumonia, Bloodstream infections, Abscess",,G- bacterium,,,,,,
319,MERS-CoV,1335626,Middle East Respiratory Syndrome (MERS),,virus,,,,,,
321,SARS-CoV-2,2697049,COVID-19,,virus,,,,,,
